,movie,year,imdb,metascore,votes
590,About Time,(I) (2013),7.8,55,287739
591,The Secret Life of Walter Mitty,(2013),7.3,54,287265
592,The Hangover Part III,(2013),5.8,30,286811
593,Lone Survivor,(2013),7.5,60,260313
594,The World's End,(2013),7.0,81,251927
595,Olympus Has Fallen,(2013),6.5,41,251641
596,Kick-Ass 2,(2013),6.5,41,249985
597,Don Jon,(2013),6.5,66,225071
598,Escape Plan,(2013),6.7,49,222694
599,Ender's Game,(2013),6.6,51,219543
600,The Lone Ranger,(2013),6.4,37,217268
601,Warm Bodies,(2013),6.9,60,215812
602,Gangster Squad,(2013),6.7,40,203141
603,White House Down,(2013),6.4,52,202129
604,The Wolf of Wall Street,(2013),8.2,75,1130746
605,Gravity,(2013),7.7,96,752055
606,Iron Man 3,(2013),7.2,62,736347
607,Man of Steel,(2013),7.0,55,675732
608,12 Years a Slave,(2013),8.1,96,620627
609,The Hunger Games: Catching Fire,(2013),7.5,76,600663
610,The Hobbit: The Desolation of Smaug,(2013),7.8,66,588776
611,World War Z,(2013),7.0,63,587411
612,Now You See Me,(I) (2013),7.3,50,582282
613,Thor: The Dark World,(2013),6.9,54,579109
614,Prisoners,(2013),8.1,70,576138
615,Frozen,(I) (2013),7.4,75,557962
616,Her,(2013),8.0,90,519338
617,Oblivion,(I) (2013),7.0,54,474927
618,The Great Gatsby,(2013),7.2,55,463520
619,Pacific Rim,(2013),6.9,65,458441
620,Star Trek Into Darkness,(2013),7.7,72,457355
621,American Hustle,(2013),7.2,90,438563
622,The Conjuring,(2013),7.5,68,427666
623,Dallas Buyers Club,(2013),8.0,80,427581
624,The Wolverine,(2013),6.7,61,420625
625,Rush,(I) (2013),8.1,74,420130
626,Elysium,(I) (2013),6.6,61,412270
627,Captain Phillips,(2013),7.8,82,409720
628,We're the Millers,(2013),7.0,44,392865
629,This Is the End,(2013),6.6,67,376788
630,Fast & Furious 6,(2013),7.1,61,361818
631,Despicable Me 2,(2013),7.3,62,361755
632,Monsters University,(2013),7.3,65,312279
633,Snowpiercer,(2013),7.1,84,301990
634,About Time,(I) (2013),7.8,55,287739
635,The Secret Life of Walter Mitty,(2013),7.3,54,287265
636,The Hangover Part III,(2013),5.8,30,286811
637,Lone Survivor,(2013),7.5,60,260313
638,The World's End,(2013),7.0,81,251927
639,Olympus Has Fallen,(2013),6.5,41,251641
640,Kick-Ass 2,(2013),6.5,41,249985
641,Don Jon,(2013),6.5,66,225071
642,Escape Plan,(2013),6.7,49,222694
643,Ender's Game,(2013),6.6,51,219543
644,The Lone Ranger,(2013),6.4,37,217268
645,Warm Bodies,(2013),6.9,60,215812
646,Gangster Squad,(2013),6.7,40,203141
647,White House Down,(2013),6.4,52,202129
648,The Wolf of Wall Street,(2013),8.2,75,1130746
649,Gravity,(2013),7.7,96,752055
650,Iron Man 3,(2013),7.2,62,736347
651,Man of Steel,(2013),7.0,55,675732
652,12 Years a Slave,(2013),8.1,96,620627
653,The Hunger Games: Catching Fire,(2013),7.5,76,600663
654,The Hobbit: The Desolation of Smaug,(2013),7.8,66,588776
655,World War Z,(2013),7.0,63,587411
656,Now You See Me,(I) (2013),7.3,50,582282
657,Thor: The Dark World,(2013),6.9,54,579109
658,Prisoners,(2013),8.1,70,576138
659,Frozen,(I) (2013),7.4,75,557962
660,Her,(2013),8.0,90,519338
661,Oblivion,(I) (2013),7.0,54,474927
662,The Great Gatsby,(2013),7.2,55,463520
663,Pacific Rim,(2013),6.9,65,458441
664,Star Trek Into Darkness,(2013),7.7,72,457355
665,American Hustle,(2013),7.2,90,438563
666,The Conjuring,(2013),7.5,68,427666
667,Dallas Buyers Club,(2013),8.0,80,427581
668,The Wolverine,(2013),6.7,61,420625
669,Rush,(I) (2013),8.1,74,420130
670,Elysium,(I) (2013),6.6,61,412270
671,Captain Phillips,(2013),7.8,82,409720
672,We're the Millers,(2013),7.0,44,392865
673,This Is the End,(2013),6.6,67,376788
674,Fast & Furious 6,(2013),7.1,61,361818
675,Despicable Me 2,(2013),7.3,62,361755
676,Monsters University,(2013),7.3,65,312279
677,Snowpiercer,(2013),7.1,84,301990
678,About Time,(I) (2013),7.8,55,287739
679,The Secret Life of Walter Mitty,(2013),7.3,54,287265
680,The Hangover Part III,(2013),5.8,30,286811
681,Lone Survivor,(2013),7.5,60,260313
682,The World's End,(2013),7.0,81,251927
683,Olympus Has Fallen,(2013),6.5,41,251641
684,Kick-Ass 2,(2013),6.5,41,249985
685,Don Jon,(2013),6.5,66,225071
686,Escape Plan,(2013),6.7,49,222694
687,Ender's Game,(2013),6.6,51,219543
688,The Lone Ranger,(2013),6.4,37,217268
689,Warm Bodies,(2013),6.9,60,215812
690,Gangster Squad,(2013),6.7,40,203141
691,White House Down,(2013),6.4,52,202129
692,The Wolf of Wall Street,(2013),8.2,75,1130746
693,Gravity,(2013),7.7,96,752055
694,Iron Man 3,(2013),7.2,62,736347
695,Man of Steel,(2013),7.0,55,675732
696,12 Years a Slave,(2013),8.1,96,620627
697,The Hunger Games: Catching Fire,(2013),7.5,76,600663
698,The Hobbit: The Desolation of Smaug,(2013),7.8,66,588776
699,World War Z,(2013),7.0,63,587411
700,Now You See Me,(I) (2013),7.3,50,582282
701,Thor: The Dark World,(2013),6.9,54,579109
702,Prisoners,(2013),8.1,70,576138
703,Frozen,(I) (2013),7.4,75,557962
704,Her,(2013),8.0,90,519338
705,Oblivion,(I) (2013),7.0,54,474927
706,The Great Gatsby,(2013),7.2,55,463520
707,Pacific Rim,(2013),6.9,65,458441
708,Star Trek Into Darkness,(2013),7.7,72,457355
709,American Hustle,(2013),7.2,90,438563
710,The Conjuring,(2013),7.5,68,427666
711,Dallas Buyers Club,(2013),8.0,80,427581
712,The Wolverine,(2013),6.7,61,420625
713,Rush,(I) (2013),8.1,74,420130
714,Elysium,(I) (2013),6.6,61,412270
715,Captain Phillips,(2013),7.8,82,409720
716,We're the Millers,(2013),7.0,44,392865
717,This Is the End,(2013),6.6,67,376788
718,Fast & Furious 6,(2013),7.1,61,361818
719,Despicable Me 2,(2013),7.3,62,361755
720,Monsters University,(2013),7.3,65,312279
721,Snowpiercer,(2013),7.1,84,301990
722,About Time,(I) (2013),7.8,55,287739
723,The Secret Life of Walter Mitty,(2013),7.3,54,287265
724,The Hangover Part III,(2013),5.8,30,286811
725,Lone Survivor,(2013),7.5,60,260313
726,The World's End,(2013),7.0,81,251927
727,Olympus Has Fallen,(2013),6.5,41,251641
728,Kick-Ass 2,(2013),6.5,41,249985
729,Don Jon,(2013),6.5,66,225071
730,Escape Plan,(2013),6.7,49,222694
731,Ender's Game,(2013),6.6,51,219543
732,The Lone Ranger,(2013),6.4,37,217268
733,Warm Bodies,(2013),6.9,60,215812
734,Gangster Squad,(2013),6.7,40,203141
735,White House Down,(2013),6.4,52,202129
736,Interstellar,(2014),8.6,74,1433534
737,Guardians of the Galaxy,(2014),8.0,76,1018430
738,Gone Girl,(2014),8.1,79,826742
739,Captain America: The Winter Soldier,(2014),7.7,70,715319
740,Whiplash,(2014),8.5,88,684506
741,The Grand Budapest Hotel,(2014),8.1,88,682929
742,The Imitation Game,(2014),8.0,73,663247
743,X-Men: Days of Future Past,(2014),8.0,75,647804
744,Edge of Tomorrow,(2014),7.9,71,582754
